Ref.No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
13185,20000,1,2,2,24,3,2,0,0,0,0,18585,18003,19012,19100,1
12332,310000,2,1,2,36,1,-1,-1,-1,-1,-2,-8,1703,-8,1624,0
12996,50000,2,2,2,22,0,0,0,0,0,0,22458,22571,22309,22315,0
14976,50000,1,1,1,28,0,0,-2,-2,-2,-2,4545,0,0,0,1
1914,450000,1,2,2,37,0,0,-1,-1,0,0,457627,38692,4549,16885,0
14402,160000,1,2,1,52,-1,-1,2,-1,2,-1,390,780,390,1080,0
3411,10000,1,2,2,26,0,0,0,0,0,0,7606,7030,8454,9454,1
23868,230000,1,2,2,29,-1,-1,0,0,0,0,566,5477,7996,6406,0
12182,360000,2,1,1,55,-1,-1,-1,-1,-1,-1,2334,37570,5102,15701,0
21356,80000,1,3,1,56,0,0,0,0,0,0,49897,50892,52472,53674,0
2593,480000,1,1,1,49,1,-1,-1,-1,-1,0,-220,38929,339176,33146,0
11922,10000,1,1,2,26,-1,2,-1,-1,-1,-2,10252,5677,2735,4564,0
21746,50000,2,1,2,23,0,0,0,0,0,0,45345,46403,38343,32214,0
59,200000,2,1,2,34,-1,3,2,2,2,2,1587,1098,782,1166,0
12249,280000,1,3,2,38,-2,-1,0,0,0,0,192080,197796,314042,116480,0
4720,60000,1,2,2,25,2,2,2,0,0,0,60323,60729,56473,28603,0
22973,50000,2,2,2,36,0,0,2,0,0,0,23368,27050,27086,28525,1
19886,230000,2,2,1,32,0,0,0,0,0,0,198704,202217,204255,207347,0
3025,100000,2,3,1,36,0,0,2,0,0,2,101972,115335,112016,112906,1
20803,100000,1,2,1,34,2,2,2,0,0,2,84196,74621,64930,58433,1
12009,20000,2,1,2,24,0,0,0,0,0,0,17147,18264,19145,17322,0
16466,90000,2,3,1,54,0,0,0,0,0,0,18131,18219,36190,17754,0
9246,130000,2,2,2,33,0,0,-1,-1,-1,-1,7547,3773,4329,8638,0
18975,300000,2,1,2,28,0,0,0,0,0,0,28989,29909,40618,52288,0
18739,30000,2,1,2,25,-1,2,-1,0,0,0,5285,4053,1405,3844,1
16032,20000,2,2,1,32,1,2,2,2,0,0,17044,16478,19098,18397,0
10903,30000,2,2,2,31,0,0,0,0,0,0,28716,26570,26829,26839,0
9210,230000,2,3,1,40,-1,-1,-1,-1,-1,-1,1856,32254,4805,1600,0
3767,100000,2,2,1,40,2,2,2,2,2,2,47243,48294,49213,49827,1
19777,180000,2,1,2,36,-1,-1,-1,0,0,0,980,960,20924,65041,0
14596,50000,1,2,1,28,0,0,2,0,0,0,96393,100459,96051,18051,0
17237,90000,2,2,1,40,2,2,0,0,0,0,96249,91839,90758,90537,1
432,390000,2,1,2,27,0,0,0,0,0,0,304867,299998,300426,292869,1
8093,270000,2,2,2,26,0,0,0,0,0,0,84188,82668,74901,72785,0
17086,10000,2,2,2,22,0,0,2,2,2,0,6759,8925,8637,10277,1
10416,110000,1,1,2,29,0,0,0,0,0,0,18166,18364,19742,23886,0
6134,240000,2,1,2,27,-2,-2,-2,-2,-2,-2,3293,9051,2804,3958,0
6384,90000,1,2,2,29,0,0,0,0,0,0,86294,88412,89853,69362,0
2608,490000,1,3,1,51,-1,-1,-1,-1,-1,-1,389,376,467,78,1
19664,370000,2,2,1,36,0,0,0,0,0,0,219386,181046,169132,128553,0
22653,360000,2,2,1,34,-1,0,0,-1,-1,-2,4874,9561,5866,1297,0
18451,100000,2,1,2,26,1,2,2,2,0,-1,3144,2949,4480,764,0
14824,260000,2,2,1,45,-1,-1,-1,-1,-1,-1,7893,5923,5601,5480,0
15001,50000,2,1,2,22,0,0,0,-1,-1,-2,24763,33542,30455,2000,1
2454,60000,2,1,2,23,0,0,2,0,0,0,59423,63347,61183,29052,0
10615,120000,1,1,2,28,0,0,0,0,0,2,8460,7729,8920,7439,0
2333,10000,1,1,2,23,2,2,2,2,-2,-1,2724,5520,5275,0,0
10215,70000,2,1,1,29,0,0,0,0,0,0,68532,69475,69582,69589,0
23244,140000,2,3,1,39,0,0,0,0,0,0,127896,131764,134654,138303,0
16635,30000,1,2,2,34,2,2,2,0,0,2,10522,10148,8587,8366,1
13794,140000,1,1,2,27,0,0,0,0,0,0,72274,70098,60180,43920,0
16518,40000,1,2,2,24,4,3,2,3,2,2,38344,37433,38862,39125,1
2288,230000,2,2,2,33,0,0,0,0,0,0,232796,233564,235149,166637,0
21531,60000,2,2,2,22,3,2,2,2,2,2,61558,59967,59693,39686,1
15182,80000,2,2,1,25,0,0,0,0,0,0,76117,76660,46137,48218,0
14431,30000,2,1,1,37,0,0,0,0,0,0,8301,9156,8983,8141,0
14749,150000,1,2,1,38,-1,-1,-1,-1,-1,-1,509,14310,980,1000,0
9790,240000,2,3,1,33,0,0,0,0,-1,0,129600,133161,30098,366,0
3417,130000,1,2,2,37,0,0,0,0,0,0,125780,128768,130112,129785,0
19955,240000,2,2,2,35,0,0,0,0,0,0,238887,222691,27627,161492,0
13129,240000,1,1,1,39,0,0,0,0,0,0,236229,222103,221963,181559,0
5247,300000,2,1,2,27,-2,-2,-2,-2,-2,-2,3102,1499,318,2488,0
22870,120000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0
11631,410000,2,1,2,25,-1,-1,-1,-1,-1,-1,4151,4357,10513,9137,0
9997,80000,2,2,2,37,-2,-2,-2,-2,-2,-2,3946,0,0,0,0
6398,80000,1,2,2,26,0,0,0,0,0,0,33490,35908,29995,27297,0
19085,300000,2,3,2,34,-1,-1,2,0,0,-1,2344,7929,7667,26900,0
10158,440000,1,1,2,35,0,0,0,0,0,0,421895,413687,420892,352705,1
14975,80000,1,1,2,31,-1,-1,0,0,0,0,17873,65585,64047,48107,0
6306,30000,2,1,2,43,1,2,2,2,0,0,17775,18688,21488,20847,1
15330,390000,2,1,2,33,-2,-2,-2,-2,-2,-2,2703,1017,0,0,0
8305,300000,2,1,2,26,0,0,0,0,0,0,277680,281719,284381,155562,0
2191,100000,1,2,1,50,0,0,0,0,0,0,101430,87429,108011,104261,0
7682,60000,2,2,3,64,2,0,0,0,0,0,24541,25838,27022,28357,1
1395,140000,2,3,2,23,-2,-2,-2,-2,-2,-2,67505,36772,38399,39131,0
2583,110000,2,3,1,46,0,0,2,2,0,0,94025,101460,102724,100188,1
12468,30000,2,2,2,22,0,0,2,0,0,0,10094,14870,13329,7275,0
6186,50000,1,1,2,48,0,0,-1,0,0,0,53540,53321,49263,29063,0
17394,100000,2,3,1,46,2,2,2,2,2,2,43677,42674,45983,46927,1
6185,150000,1,1,2,31,0,-1,-1,0,0,0,64378,14054,140230,98674,0
20183,160000,2,1,2,28,-1,-1,-1,-1,-1,-1,15525,34585,37439,47340,0
7547,350000,1,1,2,35,-1,-1,2,2,2,-1,3260,4248,785,135,0
17592,20000,2,3,1,43,4,3,2,2,0,0,20461,19833,20502,19461,0
20184,210000,2,1,2,28,-1,-1,-1,-1,-1,0,2670,262,3771,5474,0
8436,290000,2,2,1,39,0,0,0,0,0,0,58281,62061,65710,69452,0
15756,60000,2,3,2,23,0,0,0,0,0,0,60465,60100,58795,47818,0
1502,220000,2,2,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0
1483,340000,2,2,1,36,0,0,0,0,0,0,167474,155293,134467,129891,0
4444,180000,1,2,1,47,0,0,0,0,0,0,84973,89989,94895,98738,0
7072,100000,1,1,2,32,1,2,2,0,0,0,95794,97390,94110,92823,0
7725,90000,2,1,2,23,-1,0,0,2,2,2,11495,10764,11304,9601,1
4785,50000,1,2,2,40,0,0,0,0,0,0,48331,49163,49754,19169,1
2155,50000,2,2,2,25,0,0,0,0,0,0,23529,27889,22800,21930,0
19046,90000,2,2,1,30,0,0,0,0,0,0,6480,6973,7235,8248,0
16927,90000,1,3,2,50,0,0,0,0,0,0,80926,76495,71616,60177,0
9348,50000,2,1,2,24,-2,-2,-2,-2,-2,-2,220,220,677,1200,0
15430,130000,1,2,1,24,0,0,2,0,0,0,46113,49520,47627,47262,0
22005,240000,2,1,2,26,-1,0,-1,-1,-1,-1,28700,21944,12450,27255,0
16991,50000,2,2,2,22,0,0,2,2,2,0,37253,38075,32982,31857,0
10355,30000,1,2,2,25,3,2,2,2,0,0,18585,19301,19702,19102,1
19771,30000,2,3,1,37,2,2,2,2,2,2,21368,22194,18098,14542,1
11321,140000,2,3,1,35,0,0,0,0,0,0,46915,115681,110827,113078,0
2388,110000,2,2,1,43,0,0,0,0,0,0,45021,45782,46187,47105,0
15776,50000,2,2,1,24,0,0,0,-2,-2,-2,25207,25435,0,0,0
20063,500000,2,1,1,37,-2,-2,-2,-2,-2,-2,16801,14782,23095,49379,0
3875,320000,2,1,1,34,-1,-1,-1,0,-1,-1,7417,7488,24003,10208,0
13455,30000,2,2,1,22,1,2,2,0,0,0,28933,30175,29383,29823,0
23909,90000,1,2,2,25,0,0,0,0,0,0,79938,67857,66929,67797,0
2927,30000,2,2,1,34,2,2,2,2,2,2,24014,25891,27385,27834,1
21106,30000,1,2,1,45,3,2,2,2,0,0,12751,12256,15002,13914,1
8704,500000,1,1,2,36,0,0,0,0,0,0,151630,150824,117130,146443,0
1531,160000,2,1,2,32,-2,-2,-2,-2,-2,-2,16922,2552,0,0,0
7622,140000,1,3,1,33,0,0,0,0,0,0,140795,93199,64487,53220,0
5996,140000,1,1,2,30,0,-1,-1,-1,-1,-1,22778,6405,1683,-885,0
23968,220000,1,1,2,26,0,0,0,0,0,0,44432,128967,96750,71616,0
21724,50000,2,2,2,23,0,0,0,0,-1,0,97259,50017,48560,46978,1
15734,20000,2,2,2,23,0,0,0,0,0,0,19242,15014,13484,7612,0
763,260000,2,2,1,35,-1,-1,-1,-1,-1,0,7967,67650,6000,0,0
9215,20000,1,2,1,48,1,4,3,2,3,2,17453,16898,16334,17270,1
20272,80000,2,1,1,50,0,0,0,0,-2,-1,30711,28729,7605,0,0
21183,160000,1,1,1,37,0,0,0,0,0,0,16750,9715,5140,5379,0
2600,500000,1,1,1,43,-1,-1,-1,-1,-1,-1,640,600,1490,1822,0
1408,150000,2,2,1,41,0,0,0,0,0,0,79021,77975,74749,80757,0
8898,20000,2,1,2,24,-1,2,0,0,0,2,19214,15703,9914,8200,0
19052,260000,2,1,1,31,-1,-1,0,0,0,0,555,8078,27201,27879,0
23479,110000,2,1,2,32,-1,0,0,0,0,0,3610,15427,19563,21994,0
10415,20000,1,3,2,24,1,-2,-2,-2,-2,-2,-1400,-1400,-1400,-1000,0
21845,200000,2,1,2,25,0,0,0,-1,0,0,11740,7221,1341,25068,0
3446,80000,2,3,3,31,0,0,0,-1,-1,-1,5154,5390,6276,1322,0
3904,50000,1,2,2,30,0,0,2,0,0,-2,2496,4533,4279,4592,0
2615,200000,2,2,2,42,-1,-1,0,0,-2,-1,73032,12928,88930,30000,0
13262,60000,2,2,1,60,8,7,6,5,4,3,69183,68216,66616,65016,0
20974,50000,1,3,1,45,0,-1,-1,2,-1,-1,10522,261,1305,1134,1
7625,70000,1,2,2,29,0,0,0,0,2,2,18312,19516,20685,22142,0
6887,50000,2,3,3,55,-1,-1,-1,0,0,2,390,390,911,1080,0
15201,90000,2,2,2,30,2,0,0,0,0,2,75620,75382,73980,75036,1
3647,220000,1,3,1,41,-2,-2,-2,-2,-2,-2,10804,34407,14510,7229,0
15311,230000,2,2,2,31,1,2,0,0,0,2,19451,13716,14718,13524,0
19308,210000,2,1,1,32,-1,0,-1,-1,-1,-1,7544,5525,6876,2692,0
2840,210000,2,1,2,31,0,0,0,0,0,0,121697,120133,118496,116033,0
12515,90000,2,2,2,29,0,0,0,0,0,0,89068,83890,77489,46544,0
18613,350000,2,1,2,27,0,0,0,0,0,0,83415,76562,64995,61464,0
23225,480000,2,1,1,43,0,0,0,0,0,0,276681,282328,288120,294000,0
20724,180000,1,3,1,37,-2,-2,-2,-2,-2,-2,11368,3595,3837,5760,0
22235,250000,2,1,2,31,-1,0,0,0,0,-1,36439,30161,24326,13198,0
5195,500000,2,2,2,31,-2,-1,-1,-1,0,0,4543,8723,17058,19858,0
19352,120000,2,2,1,40,1,2,3,2,3,2,57816,62139,60584,63871,1
15159,30000,2,2,2,22,0,0,0,0,-1,0,14617,17363,20430,25130,0
12830,340000,1,2,2,44,0,0,0,0,0,0,327058,335584,330510,272220,1
1571,180000,1,3,1,45,1,2,0,0,0,0,24400,24508,22627,23306,0
80,240000,2,2,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,1
15807,100000,2,1,2,27,0,0,0,0,0,0,81152,81912,83231,62421,0
22500,420000,2,2,1,37,0,0,0,-1,0,0,36032,41932,9778,158901,0
13078,50000,2,2,2,34,1,-2,-1,-1,-1,0,0,0,400,0,1
2001,10000,1,2,2,22,0,0,0,0,0,0,8602,8728,9721,9609,1
14827,80000,2,2,2,23,0,0,2,0,0,0,54658,45978,32431,27674,0
9888,450000,1,1,1,41,-1,-1,-1,-1,-1,-1,70825,17236,8680,113233,0
1244,100000,2,3,1,50,2,2,2,-1,0,0,110537,99734,99973,71008,1
21271,110000,1,1,1,52,0,0,0,0,0,0,82390,84024,84485,81057,0
1370,310000,2,5,1,35,1,-2,-2,-2,-2,-2,10350,0,0,0,0
14766,500000,2,2,1,33,0,0,0,0,0,-1,48415,50588,32091,19615,0
735,110000,1,2,1,57,0,0,0,0,0,0,46132,41050,40091,40659,0
18620,150000,2,2,2,26,0,0,0,0,0,0,153070,149027,151632,151855,0
6821,220000,2,2,1,32,-2,-2,-2,-2,-2,-1,183718,172250,175771,180794,1
3316,330000,1,2,1,47,-2,-2,-1,0,0,0,19540,23240,166722,215506,0
10979,160000,1,1,1,49,0,0,0,0,-1,-1,143804,145244,145978,41600,0
9119,160000,1,1,1,49,-1,-1,2,-1,-1,-1,316,632,316,316,1
23611,50000,2,2,1,39,0,0,0,0,0,0,45989,47302,48330,47763,0
11128,80000,2,3,1,45,-1,-1,-1,2,2,3,2516,0,1890,1712,0
21568,30000,2,1,2,25,0,0,0,0,0,0,26376,27483,28242,16498,0
23562,80000,2,2,1,36,-2,-2,-2,-2,-2,-2,6746,556,556,2904,0
23430,500000,2,1,2,28,-2,-2,-2,-2,-2,-1,4428,-31,-31,3963,0
4282,80000,2,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,0
16323,130000,2,2,1,42,1,-2,-1,-1,-1,-2,0,0,441,305,1
11784,20000,2,5,2,23,0,0,0,0,0,-2,16371,17801,18256,18425,0
5555,300000,2,1,2,32,-2,-1,-1,-2,-2,-1,2081,1925,1656,1756,0
5294,20000,1,1,2,33,0,0,0,0,0,0,17593,38478,19703,19697,0
17403,50000,2,3,1,46,1,2,-1,3,2,0,8354,6024,116,116,1
7973,320000,2,2,2,30,-1,-1,-1,-1,0,0,3720,4206,15610,10556,0
7964,160000,1,3,1,46,-1,-1,-1,-1,-1,-1,1672,766,762,762,0
10294,320000,1,1,2,31,-1,-1,0,0,0,0,1391,48556,49210,50052,0
5258,80000,2,3,2,25,-1,-1,-1,-1,-1,-1,571,3948,4695,390,0
10265,20000,1,1,3,47,0,0,0,3,2,0,16888,17928,20312,19696,0
23002,50000,2,1,1,46,1,-2,-1,-1,0,0,10372,-110,1684,3697,0
15773,30000,2,3,2,24,2,2,0,0,2,2,31073,30279,30428,30485,1
12367,200000,1,1,1,37,-1,0,0,0,0,0,173867,139769,132534,116331,0
2260,200000,2,3,2,28,1,-2,-2,-1,-1,-1,0,0,0,304,0
16969,50000,1,3,1,54,0,0,0,0,0,2,37238,38387,39589,19533,0
23432,360000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,1
2254,10000,1,3,2,48,0,0,0,0,0,0,8858,9548,9540,9735,0
18082,100000,1,2,1,41,1,2,0,0,0,0,96310,78965,74289,70534,0
14825,20000,1,3,2,26,2,0,0,0,0,0,14081,15835,16985,19985,1
20042,260000,2,2,1,48,0,0,0,0,0,0,85378,71870,72994,57382,0
12786,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,4480,1725,10062,8662,0
9247,160000,1,2,1,37,2,-1,-1,-1,-1,-1,833,833,833,833,1
16873,20000,1,2,2,45,0,0,0,0,0,0,19856,20007,20319,20638,1
21491,200000,2,2,2,29,-1,0,0,0,0,0,3334,4772,7675,10519,0
14861,80000,2,3,1,34,2,3,2,2,2,0,78489,76697,74847,79620,0
6723,560000,1,1,1,47,-1,-1,-1,-1,-1,-1,10501,69458,23445,105199,0
18462,120000,2,2,2,24,0,0,0,0,0,0,89240,87970,82837,73297,0
4119,50000,1,2,2,36,0,0,2,0,0,0,17003,18157,17301,16486,0
11115,20000,1,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0
18954,100000,2,2,2,23,0,0,-1,-1,-1,-1,82323,45756,9187,5408,0
19704,30000,2,3,1,37,0,-1,-1,0,0,0,3860,780,27557,28433,0
10904,500000,1,1,2,33,-1,-1,-1,-1,0,0,1025,1691,1316,4941,0
1251,270000,1,2,2,35,0,0,0,-1,-1,-1,225400,220202,215056,10506,0
2452,340000,1,3,1,40,0,0,0,0,0,0,77181,59873,60396,63720,0
6163,50000,1,3,1,49,0,0,0,0,0,-1,40281,9630,10614,10478,0
21620,80000,2,2,1,23,0,0,0,0,0,0,79874,60000,47160,32382,0
20119,240000,2,1,2,33,0,0,0,0,0,0,103100,106908,109419,111838,0
16425,200000,2,3,1,50,0,0,0,0,0,0,162296,169288,168430,100175,0
13009,70000,1,2,1,35,0,0,0,0,0,0,70480,66646,69641,46458,0
7478,170000,1,2,2,31,-1,-1,-1,-1,0,-1,2908,3408,2908,9283,0
17549,60000,2,2,1,48,0,0,0,0,0,0,50806,50980,51874,51808,1
7033,50000,2,2,1,31,0,0,0,0,0,0,52754,50393,25953,27350,0
8326,200000,2,1,2,32,0,0,0,0,0,0,47517,8219,9000,10000,0
22135,120000,2,2,1,23,0,0,0,0,0,0,64049,65984,66825,68820,0
12394,30000,1,1,2,30,0,0,0,0,0,0,29965,28841,28278,28770,0
4567,70000,2,2,1,58,0,0,0,0,0,0,138681,70341,23755,23835,0
6484,170000,2,2,1,46,-1,-1,-1,-2,-1,-1,2741,1848,0,0,1
7750,250000,1,3,1,44,-1,-1,-1,-1,-1,-1,6826,3900,4482,43546,1
15865,30000,2,2,1,29,0,0,0,0,0,2,27030,23830,24943,27507,0
22372,150000,2,2,2,29,-1,-1,-1,-1,-1,-1,933,598,1062,0,0
16254,260000,2,2,1,38,0,0,0,0,0,0,191160,194522,190339,186688,0
16236,70000,2,2,1,41,2,3,3,3,3,2,50460,52331,53896,54426,1
17905,20000,1,3,2,29,1,2,0,0,0,0,5957,4909,5865,17935,1
12412,240000,1,1,2,43,-2,-2,-2,-2,-2,-2,5740,0,0,0,0
19910,200000,2,1,2,33,0,0,0,0,0,0,77670,80051,80906,82088,0
1646,50000,1,2,1,48,0,0,0,0,0,0,40931,40892,41612,18825,1
18384,50000,2,2,2,22,2,2,2,0,0,0,49559,49548,50148,48910,1
10286,400000,1,1,2,29,0,-1,-1,-1,0,0,31348,27887,38915,29926,0
4207,90000,2,2,1,37,-1,-1,-1,-1,-1,-1,2522,0,1261,1261,0
17031,50000,2,1,2,22,1,2,2,2,0,0,42611,41632,44069,37395,0
23674,500000,2,1,1,49,-2,-1,-1,-1,-1,-1,1088,4007,9933,14557,0
3887,70000,1,2,2,41,0,0,0,0,0,0,69866,63679,54762,38750,0
12548,220000,1,1,2,38,1,2,-1,-1,0,-1,7311,5590,1066,2404,0
16910,90000,1,3,1,46,0,0,0,0,0,0,91092,91229,66730,44850,0
17496,50000,2,2,1,32,0,0,0,0,0,0,36062,36345,10529,8337,0
5020,20000,1,3,2,48,1,2,2,0,0,0,16434,17452,16879,17059,0
2464,20000,1,2,2,27,1,3,2,2,2,2,19443,18851,19248,18648,1
13005,230000,2,1,1,36,-2,-2,-2,-2,-2,-2,3240,0,0,0,0
19503,50000,2,1,2,44,0,0,0,0,0,0,10012,11039,12549,16995,0
12156,50000,1,1,2,25,-1,3,2,0,0,-1,1304,978,652,326,1
23237,300000,2,2,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0
13825,230000,1,1,1,42,2,0,0,0,0,0,222059,161817,160270,60604,1
10082,300000,1,1,1,44,0,0,0,0,0,0,58137,51459,49737,48015,0
11667,150000,1,2,1,48,1,2,0,0,2,0,144837,141815,143704,151572,1
17383,280000,2,1,1,44,0,0,0,0,0,0,230931,235635,197003,198808,0
9239,360000,2,3,1,45,0,0,0,0,0,-1,167370,183070,190369,185069,0
5954,120000,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,1
18859,80000,2,1,2,29,0,0,0,0,0,0,64440,64685,64956,65183,0
18284,190000,1,1,1,54,0,0,0,0,0,0,205824,201269,197129,192803,0
8038,270000,2,1,2,36,-1,-1,-1,-1,-1,-1,3458,3833,9791,10532,0
9925,210000,2,2,1,37,-2,-2,-2,-2,-2,-2,1094,1335,3056,213,0
16436,250000,2,1,1,51,-2,-2,-2,-2,-2,-2,6811,0,0,0,0
9956,180000,2,2,1,32,-1,2,-1,0,-1,-1,1991,991,7658,1000,0
16177,50000,2,2,1,47,0,0,0,0,0,0,49571,37680,31932,25300,0
151,140000,1,2,1,32,0,0,0,0,2,0,86627,78142,68336,64648,0
13075,490000,2,1,1,37,-1,-1,-1,0,0,-1,36518,77996,274442,233793,0
13225,200000,1,1,2,27,0,0,0,0,0,0,4770,5983,9018,7380,0
15647,310000,2,2,1,49,0,0,0,0,0,0,52439,44350,34608,21262,0
17719,220000,2,1,1,51,-1,-1,-1,2,2,-2,2262,2255,8105,2224,1
2549,140000,1,2,2,32,0,0,0,0,0,0,31367,29652,30178,20989,0
4505,40000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0
18638,200000,2,2,2,24,0,0,0,0,0,0,225931,229787,233553,206398,0
7636,50000,2,2,2,24,0,0,0,0,2,0,8587,9941,10950,11519,0
2378,210000,1,1,2,33,1,-2,-2,-2,-1,-1,0,0,0,0,1
23972,50000,1,2,2,25,0,0,0,0,0,0,47034,48442,49173,49290,0
14860,30000,2,3,2,34,-1,-1,-1,-1,-1,-2,9318,10621,15685,5476,0
21231,50000,1,1,2,32,0,0,0,0,0,0,49571,48765,49453,49827,0
17554,230000,2,2,1,46,-1,-1,0,0,0,0,207,4090,5848,6849,0
18814,50000,2,2,1,27,0,0,0,0,0,0,45632,42750,39776,33164,0
23191,340000,2,1,1,36,0,0,0,0,0,0,183898,185268,326074,276519,0
14095,500000,1,1,2,28,2,0,0,0,0,0,216657,174694,165203,136067,0
13080,50000,2,1,2,27,1,2,2,0,0,2,42764,42459,37166,31989,1
23670,450000,2,1,1,33,-2,-2,-2,-2,-2,-2,3485,2989,2278,4714,0
6493,30000,2,2,1,40,2,2,3,3,2,2,27975,29906,30604,29834,1
580,30000,1,2,1,35,-2,-1,-1,-1,-1,-2,7797,2687,8762,3377,0
12688,160000,1,1,2,27,-1,-1,-1,-1,-1,-1,11924,0,4477,2682,0
15217,80000,2,2,2,44,0,-1,-1,-2,-2,-2,7491,2900,0,0,0
17942,280000,1,2,2,32,0,0,0,0,0,0,35038,36558,39070,40545,0
23066,150000,2,2,1,41,2,2,2,2,2,2,68571,69845,71434,72365,1
5622,30000,1,2,1,44,0,0,0,0,0,-2,30003,30470,30147,26030,0
18000,30000,1,2,2,36,1,2,2,2,0,0,13208,13692,14176,14642,1
20569,20000,1,2,2,28,2,2,0,0,0,0,17429,16849,17187,8585,1
16932,50000,1,3,1,55,-1,-1,-1,-1,-1,-1,390,390,390,390,0
8488,270000,2,3,1,42,2,0,0,0,0,0,106986,103249,89221,86996,0
4965,380000,1,3,1,44,-1,0,0,0,0,0,40352,41385,42397,43243,0
7043,210000,2,1,2,26,1,-1,2,0,0,-2,-12,488,488,488,0
22925,20000,2,2,1,37,-1,-1,-1,-1,-1,0,425,1626,460,360,0
18067,100000,1,1,1,38,2,2,2,2,2,0,72437,74645,76063,77224,1
21770,90000,2,4,2,25,-1,-1,-1,-1,-2,-2,1407,4989,998,0,1
13597,200000,1,1,2,41,0,0,2,0,0,0,24720,20982,20398,19888,0
4368,50000,2,2,1,25,0,0,0,0,0,0,49772,50261,50630,30192,0
484,90000,1,3,1,48,1,2,2,2,2,2,77604,73317,71334,67009,0
7915,450000,2,1,2,37,-1,0,0,0,0,0,71985,85047,74354,57628,0
1096,670000,1,1,2,29,0,0,0,0,0,0,244663,243209,229265,228114,0
1768,70000,2,2,2,26,0,0,0,0,0,0,30139,8241,8398,8864,0
11363,60000,2,2,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,0
4042,20000,1,2,2,36,0,0,2,2,3,2,11423,13976,13455,15227,0
17872,70000,1,2,2,28,1,2,2,2,2,2,26357,27223,27492,28738,1
134,330000,1,3,1,46,0,0,0,0,0,0,227389,228719,229644,227587,0
6895,60000,2,1,1,43,2,2,2,2,2,2,46806,47758,48669,49559,1
22974,200000,2,2,1,36,2,0,0,0,0,0,197810,201362,164183,136199,1
8449,700000,2,2,2,28,0,0,0,0,0,0,16262,12219,9861,6384,0
12950,180000,2,2,1,30,0,0,0,0,0,0,4747,4221,9065,5016,0
10460,50000,1,2,1,48,2,2,2,2,2,2,44489,45470,46424,45377,1
20742,50000,1,2,1,44,2,-1,2,0,0,0,1473,2423,950,1560,1
12963,20000,2,2,1,28,2,-1,-1,-1,-1,-1,390,390,390,390,1
2328,50000,2,2,2,41,0,0,0,-2,-2,-2,45408,36025,0,0,0
13562,320000,1,1,1,46,2,4,3,2,2,2,339202,337495,325700,313988,1
22980,150000,2,2,1,40,-1,-1,-1,-1,-1,-1,16019,0,7937,3307,0
581,30000,1,2,2,28,1,-1,-1,-2,-2,-2,0,780,0,0,1
17693,300000,2,3,2,44,-2,-2,-2,-2,-2,-2,0,0,0,0,1
9466,50000,2,2,1,34,0,0,2,0,0,0,11367,10982,10243,10826,0
188,200000,2,3,2,47,2,2,2,2,2,2,199436,202947,193936,196186,1
19275,180000,2,1,2,32,1,-2,-2,-1,-1,-2,-10,-10,-10,5650,0
1220,80000,1,2,2,38,0,0,0,0,0,0,89394,81223,77198,29891,0
1012,410000,2,1,1,31,-1,-1,2,2,-2,-2,2744,2041,630,-736,0
13024,80000,1,1,1,28,0,0,-2,-2,-2,-2,78429,0,0,0,0
19812,210000,2,2,1,42,-2,-2,-2,-2,-2,-2,7065,1459,1835,2396,0
23188,250000,2,2,1,45,-2,-2,-2,-2,-2,-2,2218,4912,412,6264,0
17485,120000,2,3,1,39,2,2,2,2,4,3,49437,51505,53582,58310,1
15172,60000,2,1,2,23,0,0,0,0,0,0,21972,24612,16711,8549,0
6204,200000,2,1,2,29,0,0,0,0,0,0,7523,8445,9090,3270,0
14453,50000,1,2,2,31,0,0,0,0,2,0,48548,49579,27496,20414,1
14581,130000,2,3,1,48,0,0,0,0,0,0,46206,46396,43812,42132,0
4004,120000,1,3,2,25,0,0,2,0,0,-1,81129,72699,39909,18334,0
23254,180000,2,2,2,39,-1,-1,-1,-1,-1,-1,671,671,671,671,1
5278,210000,2,5,1,35,0,0,0,-2,-2,-1,84018,23953,0,0,0
613,50000,1,2,1,37,0,0,0,0,0,0,48226,48727,46228,46755,0
21616,50000,2,2,1,24,0,0,0,0,0,0,46437,40703,20215,21116,0
7959,320000,2,2,2,33,-1,-1,-1,-1,-1,-1,16003,1933,8835,3728,0
5777,120000,1,2,1,38,0,0,0,0,0,0,50441,41960,34024,30564,0
2014,30000,2,3,1,35,1,-2,-1,0,0,-1,-5,-5,2605,893,0
2657,100000,1,1,2,27,0,0,2,2,2,2,36014,39321,39145,39494,1
17336,500000,2,3,1,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,0
